All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track
15,0.39972844464829654,6.916179784031809e-05,0.0004674868011199358,9.31755812752196e-05,0.1159668724811176,0.4127061353333221,0.2693813695056907,4.662004770676101e-08,4.622091055523517e-08,9.524838073447602e-08,0.0457141926625027,3.920611807474005e-05,0.0005939892339451347,0.03514083141038192,0.049666789308991585,0.027211749960799364,0.114988705543999,0.05704942737130292,0.023100021082352516,1.4954875449090997e-05,0.03265837124888489
16,0.03155342544836012,0.2162002784760502,0.17548370486677473,0.3047338566110672,0.8210885337164167,0.057239178144403165,0.06891448359309794,0.25768063537717095,0.022225446804048813,0.03215349531362251,0.28014097736888605,0.16037774720603862,0.051878434703371,0.03198534592081161,0.09353443032225295,0.1168814400825232,0.3924151148922947,0.008315676470908693,0.003502435648927976,0.012583601825745064,0.9704980811106045
17,0.3940628329885353,0.09235906035453965,0.021651752821435288,0.6782429372450072,0.9263305727067598,0.0064126992583695,0.03986538268894843,0.0032470630127520513,0.0010798566625067406,0.0008888861912676178,0.03688676473811293,0.37933467965949463,0.07310511246983649,0.00028180921516133574,0.049666789308991585,0.7881789496456575,0.6364058955260975,0.006806233514170598,0.00355401596397525,0.0055052686431130765,0.03265837124888489
18,0.03155342544836012,0.293957288990367,0.17821579258491405,0.757959106829185,0.9052821649086912,0.008677818139697663,0.024310446890455598,0.05348317140986413,0.017862961563147026,0.023393654842331073,0.36589747946511825,0.0912047047984501,0.37536519650581335,0.46625334648443006,0.29637987248790265,0.45206513261618797,0.7129520227837612,0.030643372712952043,0.0032453276170000254,0.031728044457082105,0.9704980811106045
19,0.38698081841383375,0.02131778107007717,0.01100626533941066,0.1993095477491558,0.8947579610096568,0.0009825019960927992,0.009137240501114774,0.02195568815747525,0.0051009523410512694,0.005253756537477915,0.0008010153164109639,0.12934448118901334,0.0001012481648770116,0.0,0.036484149713163966,0.10485953429166518,0.114988705543999,0.00019341510665989395,4.2586824218518545e-05,0.0011722766073053806,0.03265837124888489
20,0.3861309766648695,0.7711872971342403,0.6895735199215435,0.6471799655972303,0.9052821649086912,0.049066372098300136,0.14606636879169335,0.06424014135757905,0.06960701345583105,0.06605380587543083,1.0,0.7827671378808232,1.0,0.691559814005918,0.5214115348904202,0.2678096900133448,0.8995332079743164,0.09061395979078483,0.021136819563064475,0.06809713227546842,0.03265837124888489
21,0.38400637229245904,0.2488394978877954,0.2894505505673359,0.4639422602922376,0.6584417829700242,0.01476281102805717,0.04412762119603819,0.07206832335823597,0.027793412882354714,0.030422731923675474,0.1459032295206015,0.0912047047984501,0.22550103779369,0.03832605326194167,0.22506702172654144,0.2846316025430928,0.6938154909693452,0.048025635020298225,0.012990303958828858,0.03439491686740792,0.9704980811106045
22,0.37125874605799625,0.1279658857466705,0.04136919431359895,0.9999999999999999,0.9894757961009656,0.006588918033133169,0.029300307935237403,0.00487643368010335,0.007205532895355374,0.005914699264690962,0.05797846608143486,0.5120880953989917,0.02092855816988317,0.033112582781456956,0.26310054213260076,0.8592616653909182,0.114988705543999,0.007080299113507114,0.002869188088809135,0.0062471250992210715,0.9704980811106045
23,0.36771773877064545,0.3866838387501734,1.5244134819128341e-05,2.492915650220652e-06,0.6584417829700242,0.024938596333445313,0.047177660912049925,0.022441504244317755,0.004933618034476752,0.005119018806414691,0.0457141926625027,0.0912047047984501,0.030084259019234432,0.03514083141038192,0.049666789308991585,0.027211749960799364,0.114988705543999,0.05704942737130292,0.023100021082352516,0.011598792572359793,0.9704980811106045
24,0.3675760984791514,0.09966206520319314,0.057661786849731785,0.5829329932518641,0.8947579610096568,0.002188566917468285,0.007028516916890995,0.034277366766372185,0.02066949657265835,0.02794897548989537,0.16642310130056284,0.2724423189341854,0.17408834464875325,0.03607157954065098,0.3058882525894175,0.844964699565742,0.114988705543999,0.009470009108712091,0.009596848257590506,0.009557594018872406,0.9704980811106045
25,0.365593134398235,0.10319189042436185,0.0,3.811797630306807e-09,0.6584417829700242,0.024938596333445313,0.047177660912049925,0.22035739441392527,0.01163984394026288,0.018463435226186282,0.0457141926625027,0.0912047047984501,0.030084259019234432,0.03514083141038192,0.049666789308991585,0.027211749960799364,0.114988705543999,0.05704942737130292,0.023100021082352516,0.011598792572359793,0.03265837124888489
26,0.3522789469977961,0.001724102248378334,0.005933356030156286,0.002519914612836115,0.6584417829700242,0.0002593339686534284,0.0011228326793626705,0.8769670134491145,0.0697280456152147,0.09826537569818178,0.0457141926625027,3.920611807474005e-05,0.030084259019234432,0.06171621812033254,3.535932402378718e-05,1.0373906935141443e-07,0.114988705543999,0.05704942737130292,0.023100021082352516,0.0028823463687283005,0.03265837124888489
27,0.34972942175090355,0.7257089233701693,0.7651386962199627,0.513805612493118,0.8105643298173824,0.07700738138636898,0.2352933473194863,0.1744980227155716,0.09572164554929184,0.10166849036992645,0.5935847098830145,0.8827632172690156,0.8494439788278838,0.5770043680428351,0.049666789308991585,0.11999896509904416,0.114988705543999,0.13444947574484395,0.033043407877028294,0.011598792572359793,0.9704980811106045
